SAMPLE STATEMENT - SYNTHETIC DATA, NOT A REAL ACCOUNT
Generated by scripts/make_sample_statement.py for the ExpenseEye demo
Period: 01/01/2025 to 31/08/2025

Date,Narration,Chq./Ref.No.,Value Dt,Withdrawal Amt.,Deposit Amt.,Closing Balance
23/08/25,UPI-MYNTRA DESIGNS-MYNTRA@HDFC,187937758,23/08/25,841.0,,146665.0
23/08/25,UPI-APOLLO PHARMACY-APOLLO@YBL,889980063,23/08/25,606.0,,146059.0
23/08/25,UPI-THIRD WAVE COFFEE-TWC@OKHDFC,950889491,23/08/25,417.0,,145642.0
24/08/25,UPI-BLINKIT GROCERY-BLINKIT@YBL,496458752,24/08/25,1123.0,,144519.0
25/08/25,UPI-UBER INDIA SYSTEMS-UBER@AXIS,106449187,25/08/25,411.0,,144108.0
25/08/25,UPI-UBER INDIA SYSTEMS-UBER@AXIS,667290360,25/08/25,418.0,,143690.0
25/08/25,ATM WDL 4218XXXX9031 INDIRANAGAR,915485125,25/08/25,657.0,,143033.0
26/08/25,UPI-BLINKIT GROCERY-BLINKIT@YBL,381419932,26/08/25,843.0,,142190.0
26/08/25,UPI-THIRD WAVE COFFEE-TWC@OKHDFC,708912405,26/08/25,174.0,,142016.0
27/08/25,UPI-BLINKIT GROCERY-BLINKIT@YBL,160080014,27/08/25,585.0,,141431.0
27/08/25,UPI-THIRD WAVE COFFEE-TWC@OKHDFC,472860156,27/08/25,265.0,,141166.0
27/08/25,UPI-AMAZON SELLER SVCS-AMAZON@APL,865683833,27/08/25,1347.0,,139819.0
28/08/25,SALARY CREDIT-ACME TECHNOLOGIES PVT LTD,341770441,28/08/25,,96000.0,235819.0
28/08/25,UPI-APOLLO PHARMACY-APOLLO@YBL,429895386,28/08/25,953.0,,234866.0
28/08/25,UPI-UBER INDIA SYSTEMS-UBER@AXIS,615602903,28/08/25,403.0,,234463.0
28/08/25,UPI-ZOMATO ONLINE-ZOMATO@PAYTM,835120430,28/08/25,429.0,,234034.0
29/08/25,UPI-AMAZON SELLER SVCS-AMAZON@APL,888786213,29/08/25,916.0,,233118.0
29/08/25,ATM WDL 4218XXXX9031 INDIRANAGAR,236679216,29/08/25,2481.0,,230637.0
29/08/25,UPI-SWIGGY ORDER-SWIGGY@ICICI,279010381,29/08/25,218.0,,230419.0
30/08/25,UPI-ZOMATO ONLINE-ZOMATO@PAYTM,390576302,30/08/25,378.0,,230041.0
31/08/25,ATM WDL 4218XXXX9031 INDIRANAGAR,645376442,31/08/25,811.0,,229230.0
31/08/25,UPI-UBER INDIA SYSTEMS-UBER@AXIS,922052383,31/08/25,164.0,,229066.0

*** End of Statement ***
